N,P,K,temperature,humidity,ph,rainfall,crop,yield,fertilizer
18.80520801,49.84882085,12.35578963,32.29686989,37.33404843,7.283967515,51.56507644,mothbeans,30.23093074,Urea
115.4864228,24.567432,62.01818355,26.95144869,84.36331118,6.621266483,20,muskmelon,56.04784901,SSP
79.25116582,38.87186294,50.63350808,27.0592291,88.13658075,7.820941086,202.7037913,rice,84.19461491,Gypsum
7.909321754,61.44716914,16.24635213,28.17499214,47.65249266,9.452728285,27.12298006,mothbeans,28.87758478,Urea
15.83665935,75.42501088,26.90833023,18.81408628,68.63690005,6.376650698,48.1277524,lentil,34.8480625,Urea
8.14113061,72.48507371,7.506195928,19.14370415,46.90069715,6.783998285,127.4075106,pigeonpeas,50.03066596,Urea
28.84386816,136.9196632,140,19.21319517,87.74873523,5.766076661,97.69534646,apple,86.00095608,Urea
85.37847347,57.26735068,15.6496367,25.23764513,73.3691137,6.492141501,114.6587359,maize,52.81702904,MOP
7.123111294,41.42910028,19.32226781,27.33859644,80.38037701,6.621928472,37.71882337,mungbean,27.18967342,Urea
19.110077,40.83079095,21.13224985,26.96610153,79.23402241,6.832765202,52.14216957,mungbean,25.91959415,Urea
15.29011687,42.65724225,22.83797633,27.44964626,77.29716973,6.519158392,20,mungbean,26.63080858,Urea
91.63368905,49.95790596,36.32620648,24.38111091,93.46382099,7.089615859,146.7724726,jute,65.00044116,MOP
104.590198,36.80502503,33.54641154,25.03299955,72.66143127,6.625301215,199.7819669,jute,72.84920301,MOP
12.35661939,31.05047095,37.42920355,26.28708897,44.22375061,6.181894999,83.95465294,mango,30.00181749,Urea
101.4957181,26.81639196,58.88071287,27.65980425,94.19857231,5.801273808,74.37117342,muskmelon,53.72833016,SSP
71.66457187,59.4015825,47.23886776,26.94137455,90.72582177,6.599966741,176.8459318,jute,64.24993299,MOP
89.60731309,37.79840108,43.98111294,24.82116932,81.26667305,5.85185635,283.7898489,rice,79.56285162,Lime
20.28425153,42.5600686,26.38962487,27.70000364,92.69589039,7.640616946,41.00955044,mungbean,24.4874908,Urea
37.13092585,46.41340791,22.08690277,27.76941195,42.29545789,3.815138949,63.13932399,mothbeans,33.88000295,Urea
30.67983145,140,140,25.23468278,92.35268585,5.583612877,153.4028334,apple,84.97919148,Urea
90.45763003,25.63864544,57.982504,27.45398735,89.89915985,6.50982116,49.89126637,muskmelon,39.42730869,SSP
92.27215191,28.07998957,21.70364001,22.46588619,63.06711003,6.337153484,95.32061583,maize,50.31534305,MOP
107.7726235,33.91535784,26.94312194,24.76042568,47.81968775,7.128913791,172.077708,coffee,61.9702043,MOP
101.1998853,66.26984888,50.59828481,25.17014576,83.82029347,6.597073934,72.01457353,banana,57.22712834,MOP
113.612751,95.12169375,49.08411148,30.00811633,85.94748242,6.098687392,146.6430478,banana,69.3984612,Lime
122.9887066,30.11320187,33.44429551,30.55753401,47.19719329,6.651125522,106.8175381,coffee,59.97839091,Rock Phosphate
100.8175042,70.01807099,40.44212169,22.98880378,80.29244382,5.902149592,133.480082,banana,66.77401165,MOP
0,119.5039766,140,27.11875148,82.48864164,6.166943041,89.77549791,grapes,81.57260126,Urea
39.61854375,70.98827637,11.86429328,21.51130747,20,6.127511489,69.5040879,kidneybeans,30.10217886,Urea
43.51558246,49.79148761,81.73794565,15.79178139,20,9.26664641,116.2983468,chickpea,41.76397082,Urea
114.7199593,24.4019899,30.77206132,24.13698045,65.648687,6.532278381,112.4892235,coffee,62.1322218,Rock Phosphate
0,45.29385001,22.14978345,26.01668677,81.46191456,6.582429202,48.30407715,mungbean,22.37607784,Urea
19.880797,71.74163585,19.20893009,27.46059304,68.79988328,7.439586693,22.06577309,lentil,32.70893308,Urea
86.31820276,47.23162843,32.02164234,30.0759746,79.32224273,7.507834102,155.9932431,jute,58.35625465,MOP
103.7373418,40.65382001,24.38409528,25.42357694,82.67986348,7.279323191,105.3662979,cotton,53.94545719,MOP
100.7465048,36.54858533,23.70682016,22.25700261,69.67778066,6.486182488,85.18721051,maize,47.77395118,MOP
13.61130532,132.660365,140,20.07258782,93.78246549,6.53344771,139.0254313,apple,74.43461323,Urea
82.98186154,66.00872402,44.1954741,24.74554524,80.67322009,7.110324307,117.8195294,jute,60.32453929,MOP
16.67370885,25.9851112,37.29176222,22.79381656,98.12522676,7.586687947,110.7458214,pomegranate,40.23914378,Urea
13.41591598,45.01467017,24.88256013,29.91710508,93.62155185,6.498529742,61.11503918,mungbean,32.73244717,Urea
87.04762138,29.93544353,44.5882222,26.60021624,59.22563897,6.451718407,183.9248332,coffee,64.6265148,SSP
61.56126049,56.51357993,16.88100414,23.85153175,56.53760756,6.249351341,115.0669412,maize,47.1175321,MOP
95.54089414,42.00320184,23.04242052,20.49961698,77.49118991,5.889433418,85.4403066,cotton,60.66155086,MOP
75.38399538,45.58981559,13.12031786,19.47319362,64.81587036,6.02581546,134.720654,maize,43.80560804,MOP
11.43329518,8.79655659,16.20395518,18.7027332,85.48879495,7.930187199,133.3271641,orange,34.74905423,Urea
2.456210975,18.8463344,12.49233422,10.66726626,90.64821952,6.44938508,88.52346661,orange,29.08779985,Urea
4.830869221,46.57982565,12.26369725,26.73227542,77.37211185,6.616811655,35.91315817,mungbean,34.06364569,Urea
25.41326488,84.16354606,83.77190606,16.98702626,20,8.012960601,33.7570646,chickpea,48.01750956,Urea
83.45067603,2.286059507,52.91451425,30.9275233,97.74020503,6.640330052,53.69097435,watermelon,43.08727184,SSP
18.61542639,75.15084499,20.66411939,19.80438177,24.20870779,6.291463586,136.7870969,kidneybeans,36.2754643,Urea
66.23861007,47.24630933,14.04727968,24.85954186,53.29397273,5.871504537,81.09045889,maize,42.73118028,MOP
98.37140967,74.52888849,47.92642369,21.25779541,80.97217097,6.395961114,108.4146988,banana,58.38875318,MOP
42.36557065,140,140,16.77859787,98.4438767,5.68586368,143.7601582,apple,89.80442871,Urea
38.58893607,140,140,27.22358702,84.04486047,6.818714332,104.3703463,apple,81.65471986,Urea
28.45533096,133.7871368,140,23.04243018,74.43253201,5.775078433,94.07516498,grapes,76.84975574,Urea
0,34.01471206,26.41610442,36.28633691,53.99667586,5.396621404,77.36939929,mango,28.73489332,Urea
32.19741653,58.58222972,16.81996876,25.64048725,54.78137426,8.26538358,54.61649742,mothbeans,34.26551879,Urea
15.44951438,10.53538162,43.40335,28.02334353,100,5.896352796,176.7277164,coconut,41.66025063,Urea
40.46390495,61.32419572,76.85491416,15.42191861,20,8.050136702,104.1597833,chickpea,47.18292902,Urea
5.295874996,23.52998525,44.56550465,21.8586008,80.18946209,6.239275384,135.6139205,pomegranate,34.15052017,Urea
24.64750461,24.26081755,28.35153341,28.92012055,95.91069453,5.300746178,155.0855607,coconut,56.20928542,Urea
1.232470679,50.54221872,20.61004739,19.2436925,20,6.05507462,64.94739441,kidneybeans,20,Urea
39.94927564,128.4816734,140,13.0339596,85.6673574,5.394912073,92.87454802,grapes,75.40498943,Urea
74.21361803,55.24366508,42.04268115,18.31246205,81.79723322,5.441834814,253.6674104,rice,81.68221061,Lime
9.539923194,63.05754359,28.84410983,25.40381579,60.31027793,4.791325946,190.8300337,pigeonpeas,45.81210914,Urea
56.31211623,59.27404737,21.83798169,21.57878667,64.14967006,4.788662872,84.31337476,maize,45.47256632,MOP
82.59457961,27.13536259,66.45087185,23.42131001,82.74208643,6.418146251,53.62785058,watermelon,40.74282487,SSP
62.7918302,50.84508674,47.9497291,22.32001792,87.38717953,6.132491472,35.78984524,papaya,55.94031711,MOP
84.47432938,22.03718852,47.65840125,27.75831147,82.53398032,6.212817896,20,muskmelon,37.30956107,SSP
109.9257112,82.02106754,51.03624986,27.16033576,74.71080546,6.029307193,91.6215657,banana,69.07788171,Lime
20.17883083,75.91524099,72.6085943,19.05261955,20,7.539929124,48.91796158,chickpea,37.92256488,Urea
47.79662152,59.71738651,53.90763416,44.86770631,96.94331508,6.357713538,65.63799667,papaya,48.342559,Urea
123.4270645,37.01457576,23.84017502,22.39972618,81.37721382,6.474146343,45.44202919,cotton,50.91168464,MOP
31.84591338,132.5522095,140,23.76290395,97.37828299,5.733859818,115.0445771,apple,89.11369202,Urea
3.383835186,68.12283348,18.46237848,25.48729324,27.20037222,5.770156644,86.38927806,kidneybeans,38.72568886,Urea
13.0880526,24.69390027,28.65171544,35.23685191,52.25739475,7.044475087,154.0366723,mango,35.16113045,Urea
34.58902333,140,140,24.13020522,88.1260459,6.673217207,130.613459,apple,77.65032667,Urea
91.78825963,57.29685653,17.17413129,23.41808376,65.51605585,6.273995933,119.7778393,maize,61.06927563,MOP
109.0861176,13.77926796,46.09521147,22.84205258,88.47313801,6.636737803,47.65063329,watermelon,45.94573057,SSP
83.15615424,33.37471887,25.51529722,21.47046452,50.45471351,6.670007869,64.3543345,maize,40.54735102,MOP
21.33648503,80.23503429,13.49726254,19.84353545,20,6.012494333,111.0997896,kidneybeans,44.77762719,Urea
68.72224434,56.08946525,16.6757326,27.35765083,60.20415483,6.032608325,82.05007256,maize,44.75842204,MOP
8.696828642,53.44796898,13.39734334,29.61172552,46.11822597,8.751830033,37.18627708,mothbeans,26.90392434,Urea
86.50652817,36.37641179,34.87340715,27.85549568,68.8192081,6.347845608,218.2325716,jute,67.13139218,MOP
46.90335156,61.34917821,48.49277559,30.0790997,95.3177627,6.709038263,66.53225479,papaya,58.86465485,Urea
40.44545068,78.43804153,84.37546423,20.41077255,20,7.442937157,20,chickpea,51.66935294,Urea
19.69768116,60.55614058,21.72669638,18.37552698,62.37846814,6.150991064,86.52255361,lentil,27.72754228,Urea
87.10720543,16.9915375,48.4557652,26.67183449,86.1367044,5.943437391,33.63718857,watermelon,47.09531775,SSP
100.4796924,81.02451964,54.36840561,24.33790122,72.67450998,5.358549431,134.5748921,banana,56.96092224,Lime
56.3947467,83.80034284,11.73688956,31.62419374,56.39280191,7.468725417,60.04445759,blackgram,56.24677272,MOP
59.99849671,65.1102074,32.24635571,24.87661995,84.68666055,6.399945697,144.1266532,jute,59.93780005,MOP
90.20284246,24.99507394,35.60002476,26.64522874,52.21237952,7.210547939,166.5019975,coffee,57.77634682,SSP
87.65891582,49.67507561,26.47930478,29.51023987,72.39802993,7.009004737,73.82776638,maize,42.54115234,MOP
42.83181995,69.78069953,19.69533399,29.27742854,53.73406142,7.3252754,92.51162815,blackgram,41.24211474,Urea
34.58016736,140,140,20.37125999,85.83915871,5.418538778,124.3925577,apple,87.89412476,Urea
106.2022577,31.6859996,41.04311497,28.10658239,62.82213201,6.541238482,182.1969261,coffee,72.86024203,Rock Phosphate
20.08936122,68.13305834,18.24374018,32.13020536,65.3424776,9.221936996,67.66188014,mothbeans,29.08330568,Urea
0.670952159,26.31594859,33.33267652,26.42871625,85.13273433,6.576146683,100.660637,pomegranate,42.28590227,Urea
45.14973253,59.79602886,13.82728302,32.5446627,70.83314477,6.716277584,83.50893697,blackgram,44.85387693,Urea
27.47071693,49.77831001,89.44025003,15.5581465,23.99193238,6.275517163,116.5500954,chickpea,49.47468878,Urea
6.621730758,33.08218258,11.62932762,25.09370453,45.44274101,5.534072881,42.06042764,mothbeans,34.35804074,Urea
95.67797345,28.60331495,53.57344787,28.91790053,94.23792034,6.191773822,20,muskmelon,46.78276409,SSP
87.73606793,42.97805103,27.6214869,25.58042163,56.90882645,7.594385693,118.9808339,coffee,58.39158975,Rock Phosphate
96.54302163,39.51509191,33.80324111,27.55508794,73.47840778,7.178220586,186.4884039,coffee,64.07590461,MOP
111.5554836,15.50330789,38.8698154,26.03582387,63.7699809,6.83095218,169.0988347,coffee,69.62396494,SSP
85.85485449,56.60483222,33.15234129,23.24866957,77.65860894,6.133202103,165.7754231,jute,64.55403282,MOP
10.81408111,51.57933131,14.96491235,33.62846956,50.20276933,7.298021531,46.78912751,mothbeans,28.18095089,Urea
7.369103392,13.27840319,10.87034998,18.88538671,96.74436312,6.084433818,133.1368341,orange,35.02258924,Urea
33.39625405,43.83853444,29.63158012,27.91315305,79.00221002,6.852194151,52.55980949,mungbean,38.5499629,Urea
32.0252757,65.22965137,42.5460219,43.62224366,94.36039722,6.249682704,247.4207455,papaya,74.23015455,Urea
28.37928414,67.45683023,21.59048996,17.39290536,58.67368044,5.998409925,31.8549627,lentil,33.54737858,Urea
28.0112923,140,140,18.90494972,88.32244865,5.595690313,116.2560412,apple,86.13565252,Urea
4.82320888,21.23261013,32.90388277,20.37594688,95.99730818,7.014324086,115.0382262,pomegranate,34.79558503,Urea
22.70616284,41.36861206,15.59957245,26.3729263,84.73554626,6.689057661,30.635509,mungbean,32.63507538,Urea
29.95826275,11.49545639,4.147206815,24.23031701,91.1742328,7.865842504,68.93724864,orange,36.56814837,Urea
15.06803701,42.46329288,23.03375082,22.98021187,50.82408265,6.702610905,20,mothbeans,30.59503119,Urea
0,132.1569298,140,20.51024446,83.97309344,5.510499724,49.45958735,grapes,80.44965248,Urea
42.7826062,133.3350557,140,28.48702081,85.0951993,5.669048275,64.92714365,grapes,79.86491431,Urea
120.2350082,21.46955294,55.81309807,28.06721185,100,6.180717284,39.07315175,muskmelon,51.17944323,SSP
27.35606257,59.50279807,19.83268903,23.52496712,47.6617695,8.361494818,57.92852085,mothbeans,37.03690617,Urea
38.57447305,60.71281745,17.26039009,15.54490666,20,5.72056073,105.9110544,kidneybeans,37.33039932,Urea
24.53809165,10.56954759,2.007315452,30.30850205,100,6.89655691,131.9013554,orange,41.5862388,Urea
40.82986628,9.242330579,1.715247725,35.73333096,92.78817946,6.349141226,109.3662133,orange,39.61665081,Urea
0,79.8001332,24.53159372,19.69292388,21.48462967,5.907293482,116.7256146,kidneybeans,34.71572674,Urea
25.72482423,116.9992631,140,18.90253846,92.49125461,6.636002745,147.9933746,apple,80.36298699,Urea
9.214078837,56.7272192,24.89537644,29.85622528,88.93309784,6.204822877,42.91422041,mungbean,39.43490885,Urea
61.17572724,63.4910187,44.04454209,40.44150173,86.82650625,6.607984258,92.00514836,papaya,48.77492143,MOP
7.053260637,13.61626001,0,27.95440588,90.05017443,6.989407836,114.6025197,orange,31.71462825,Urea
0,64.43140084,23.37121215,29.57375461,52.60876976,7.984283731,20,mothbeans,30.36934565,Urea
0,26.91123464,12.88150697,28.89709187,81.39262373,6.374188967,35.4812622,mungbean,33.45893203,Urea
66.60396798,68.22349392,43.33005624,41.93411153,79.07771658,6.61294051,86.23395094,papaya,57.40184461,MOP
75.27295823,52.4007033,54.75697667,44.05115145,96.55417136,6.890482909,114.1755227,papaya,62.59778926,MOP
2.775281535,68.93992694,20.67707897,39.35918567,59.44286948,4.104573145,70.33031161,pigeonpeas,38.18122833,Urea
42.26645723,54.95032674,59.47331089,32.71111778,92.49382255,6.502966425,41.34575633,papaya,37.05547816,Urea
105.8425333,91.12683203,42.91879658,29.22321449,81.89598261,5.649818822,100.7144369,banana,76.51019605,Lime
8.01637215,76.34475936,28.70478467,20.64895231,20,6.281513497,120.1046004,kidneybeans,31.51982119,Urea
31.67906576,83.26110313,76.63425047,17.57228452,31.70596216,7.446696012,75.8507146,chickpea,45.12504349,Urea
33.63830053,21.7569582,11.19030546,29.98854339,93.96355429,7.523454002,127.8191874,orange,40.46153446,Urea
96.91572895,18.14375861,51.30297316,26.68527252,82.69689486,6.950696129,78.17020994,watermelon,49.60995446,SSP
40.71185282,40.0773616,27.56812691,30.47525158,82.52043425,7.240384176,75.04132955,mungbean,36.57960659,Urea
20.16283476,63.44622852,28.31317456,35.46868401,63.73441285,6.847644501,72.08028873,blackgram,40.33103188,Urea
99.4769022,7.040858369,42.13644407,23.74691875,83.28710036,6.678875388,24.58647597,watermelon,50.35897845,SSP
82.99135304,27.02862875,52.2632587,23.43045732,89.11658555,6.118212029,66.75939915,watermelon,50.87362193,SSP
72.61444973,59.65970041,43.95322314,27.58028145,78.53114064,6.366731992,202.5262147,jute,65.33593885,MOP
22.35028022,118.8655094,140,38.65634038,77.66872049,6.132420373,102.414705,grapes,74.69941758,Urea
10.10725622,24.29954254,27.91446283,26.21775054,48.93376143,5.059434449,108.7956599,mango,36.17987854,Urea
33.14078117,75.91719934,75.38888259,17.57925449,20,6.034641292,104.9211337,chickpea,38.11247734,Urea
56.66733437,59.64800594,54.13493555,26.9052144,93.19039997,6.974543158,84.90844857,papaya,47.90944176,Urea
32.8374107,58.19688885,21.86208593,32.89751361,60.14625629,4.978406713,166.4586193,pigeonpeas,57.87814214,Urea
7.16424382,49.96023539,18.73323435,25.8651502,49.95011373,7.067958991,100.3098442,mothbeans,34.19691934,Urea
41.20365774,7.709693355,33.03660954,26.44962273,100,5.588239555,173.5813911,coconut,53.52273572,Urea
0.41142284,67.74777995,19.75516984,16.33586035,20,4.813528833,158.1947134,kidneybeans,39.1270514,Urea
95.70822141,45.67075248,16.09485747,25.86369578,81.23831175,7.256422217,112.6301252,cotton,63.90592096,MOP
45.45799729,79.08531149,19.00959701,27.67211484,67.78928971,6.585870855,94.53418718,blackgram,47.98064115,MOP
104.6011115,15.05556264,45.15771066,25.5921796,79.91062543,6.618060839,62.92615806,watermelon,41.90222237,SSP
108.5226528,26.57184335,43.78193616,28.57437193,84.90642173,5.64210605,53.69126258,muskmelon,51.90974669,Potassium Nitrate
82.1895839,94.44793044,52.49986262,23.97349708,84.30590399,4.848165501,97.22566029,banana,70.29305898,Lime
23.14635434,78.29143552,12.82948223,16.85344778,72.07074602,6.429182673,29.27194012,lentil,25.62684503,Urea
33.99271934,61.40223697,22.40827891,25.02071008,43.9100314,8.422967283,66.26969262,mothbeans,37.5349578,Urea
24.42348836,66.14169337,22.20101772,21.36411366,27.45639427,5.851339159,67.11893191,kidneybeans,39.55522021,Urea
117.2957291,78.91104302,41.09843653,30.21511629,83.65543062,6.014316428,125.0454033,banana,64.8528325,Lime
25.62089728,44.9673062,20.6243784,25.10613788,58.99952821,7.890783509,58.43662737,mothbeans,33.01578589,Urea
9.107955281,34.697789,21.1847092,27.81279365,78.73495728,7.204398055,47.89032989,mungbean,27.26704231,Urea
92.45740785,56.0097534,49.22015298,25.72853201,80.04079669,6.214701293,192.1065752,rice,77.81421892,Lime
23.29883132,68.76522751,19.83076318,20.28747567,26.79164528,6.387783142,60.02629296,kidneybeans,31.53835087,Urea
82.59679772,54.00878483,17.16610918,20.11108978,63.92107129,7.041425219,73.28385703,maize,52.98247649,MOP
58.77324512,50.20823425,35.81648984,26.44597172,90.67042669,7.178822378,152.065104,jute,60.62520542,MOP
10.45048661,8.601450326,16.5065344,26.10906045,82.49161917,6.175309979,94.57948686,orange,42.63183158,Urea
18.7318031,140,140,20.31606271,93.86010965,5.503704911,122.1748489,apple,85.09740958,Urea
25.58967937,34.43874657,16.41046089,28.13348235,43.26971721,4.690181781,90.71390943,mango,28.98735941,Urea
117.3052575,15.78062577,46.06370023,25.16840324,94.82220026,6.415297827,42.41677167,watermelon,52.31781249,SSP
79.32199905,15.60471335,45.63630679,27.2063504,96.12730459,6.860500809,53.64640081,watermelon,44.70275141,SSP
134.3134026,63.26355746,24.3700428,21.72188654,73.17536858,7.889526418,64.50723212,cotton,62.68015867,MOP
92.41375195,12.22096,42.67338044,27.55997713,84.39292342,6.018856043,54.25323052,watermelon,48.83455795,SSP
5.257552151,1.254074202,35.20884546,27.93438223,100,5.403459528,156.2810541,coconut,45.96438541,Urea
3.796155561,48.87136806,16.6724476,28.46878236,79.38090892,6.976543634,58.50566665,mungbean,28.57834889,Urea
29.8410159,38.16535705,24.54451809,29.11498638,46.59387357,6.298017366,114.4992413,mango,38.84221039,Urea
42.18999331,65.00100563,87.32724224,23.69720986,20,8.088702078,113.6714279,chickpea,49.32045122,Urea
117.2511312,49.62060604,18.71931948,19.07051648,75.58092325,5.340920807,108.66748,cotton,58.1928363,MOP
59.44739122,45.11509247,43.88722887,24.25542426,87.74583302,5.668484675,245.4159296,rice,73.46420523,Lime
77.65809927,29.30312772,60.36554165,30.21006051,88.26873587,6.67550333,70.54838354,muskmelon,49.23460336,SSP
79.10211587,47.48541721,30.076051,22.62461572,73.13364786,5.474964914,256.9099047,rice,73.15480163,Lime
12.65138418,131.4168193,140,26.32683772,84.28527876,6.222427655,33.61575172,grapes,66.5152013,Urea
106.8786311,28.57268997,57.56410813,25.23618609,90.8689632,5.695055813,30.6913773,watermelon,53.48795591,SSP
12.1072709,133.296733,140,23.12632399,82.12556753,6.15588601,108.5070427,apple,77.80375022,Urea
10.41671871,25.50312213,5.867246727,14.61775649,93.09199019,6.512145076,127.6149166,orange,38.20478113,Urea
52.33163565,61.65116085,56.05836095,30.98603749,94.70892173,6.925882921,206.4774396,papaya,75.03321478,MOP
104.6112306,72.64385147,52.66715758,25.12944803,83.42313425,6.448733534,120.6442985,banana,64.92642401,MOP
29.47434651,49.83554766,21.55436889,31.34360113,54.86496365,4.555245387,123.3587645,mango,41.41316036,Urea
57.07756835,61.50044695,10.41989196,31.6506516,66.41115126,7.306947005,56.98686246,blackgram,39.34611566,MOP
98.61041796,32.2464774,39.84883829,25.1143345,78.74517026,5.770931235,188.1817984,rice,69.55855717,DAP
87.9443739,38.72990069,33.96432268,25.57390269,86.96991133,7.140805204,156.7455766,jute,58.60214744,MOP
36.78569612,74.65811959,9.344509071,25.24101446,22.20035488,5.765389244,64.07705626,kidneybeans,34.54588622,Urea
21.76910533,74.10505505,24.50521133,29.7693299,69.22273701,7.016933762,58.49434509,blackgram,46.82750962,Urea
89.88983436,42.47528842,19.89076994,22.75547946,77.00473671,6.58942201,61.46993351,cotton,56.81023112,MOP
0,33.46945683,33.96546962,25.415521,95.0709671,5.401275276,185.4667545,coconut,52.07582213,Urea
24.90905398,52.99363465,85.41529619,19.79388779,20,7.683259917,77.31455288,chickpea,48.90405818,Urea
116.6628586,17.56107811,47.00825154,20.6658815,77.18681489,7.095084591,63.89159428,watermelon,54.56176739,SSP
13.62888489,16.24182597,38.82956178,27.48436598,99.1584272,5.611381011,219.7459695,coconut,55.49523547,Urea
1.119187751,118.8088991,140,22.85798132,91.25371595,6.07599387,79.45018573,apple,81.98535675,Urea
66.74824476,57.30052008,44.89122312,25.66904341,85.11294551,5.623749409,208.5156184,rice,68.95902168,Lime
106.5997547,82.60619517,55.58021763,28.87062209,78.17769578,6.195378266,104.8623322,banana,68.14916192,MOP
51.65401896,79.18516073,79.9369378,21.05698515,20,8.003181331,58.15336637,chickpea,57.05684043,Gypsum
29.11994921,72.28295056,20.61684519,31.27728757,53.15035116,5.340432719,140.9533916,pigeonpeas,41.22082692,Urea
102.5183008,31.37755011,52.89318232,29.25061633,92.86738933,6.617656508,20,muskmelon,41.44089823,SSP
20.12351893,18.52186991,13.55802556,29.68129053,84.47031502,6.564365824,150.2215075,orange,36.78599986,Urea
28.10632466,49.33650173,26.08073991,30.56486589,97.08037871,6.644851312,59.41240439,mungbean,34.51670102,Urea
49.93810063,51.67594991,79.73046753,21.21579958,20,8.149478632,88.97139587,chickpea,43.39827555,Gypsum
72.82350552,44.75203639,33.50261041,24.05362327,92.70483436,7.345299336,149.9302779,jute,60.29998248,MOP
104.6286246,42.05802052,22.1164581,24.27111514,88.71333218,6.037636883,111.268359,cotton,54.40064075,MOP
15.47278966,75.22015249,12.9214948,33.42904945,44.44803976,7.134849863,91.74218821,pigeonpeas,48.64323499,Urea
0,126.2748626,140,23.93456668,90.32747213,5.808919019,180.7840643,apple,76.01107903,Urea
124.6204031,30.33535472,13.43285656,25.7348263,84.65084035,8.231685718,114.563453,cotton,58.10463717,MOP
4.729450077,138.1377791,140,21.72987817,92.42064582,5.545568683,119.792406,apple,86.02464514,Urea
84.5453514,21.01232173,50.38502565,27.35732442,88.99630381,5.912340701,64.61266985,muskmelon,35.93334599,SSP
21.45425549,58.92662082,21.14188812,26.11722591,55.78321412,6.518784567,43.49707117,lentil,33.57110139,Urea
29.31914739,16.79982106,27.04690171,26.02118715,91.55629554,6.043137621,128.4030358,coconut,50.79690594,Urea
30.49451195,136.9464302,140,23.03144229,92.01716928,5.876522936,121.0999506,apple,85.5610997,Urea
52.14361917,67.32011292,84.49339093,18.65432221,21.50906852,7.756193965,84.75319947,chickpea,51.57866574,Gypsum
12.83490938,59.75444221,27.81831623,15.23251172,28.37795028,6.127498957,149.542362,kidneybeans,37.21451943,Urea
63.58591848,46.12608477,49.75571211,22.7678983,85.94700527,6.705504187,159.8518458,jute,65.00365711,MOP
140,40.43712783,29.78849603,26.78272049,78.95374987,6.009974817,76.18595656,cotton,64.70956789,MOP
20.90795442,69.3628089,23.90560005,26.05219737,70.81776798,6.942406216,41.87303488,lentil,31.37313995,Urea
50.5299098,56.07886727,83.41642285,20.20924415,20,6.827177185,67.59089438,chickpea,51.05222253,Urea
0,44.21909728,14.95879412,26.07680292,69.44951775,8.350146764,66.88698085,mothbeans,33.2875943,Urea
36.26991848,51.54760491,85.56414515,17.18479905,25.80700546,7.589406911,45.40899141,chickpea,40.96011041,Urea
35.66512379,22.86561887,34.55386572,17.04006641,78.22135708,5.830170635,124.706607,pomegranate,43.7053764,Urea
125.7087957,43.43436261,24.95070013,24.42010252,81.74267964,6.095999451,113.8121326,cotton,61.40028021,MOP
3.559467106,20.79386063,3.893495211,31.79062065,88.70215107,5.760624303,87.96927001,orange,30.43903948,Urea
104.6421165,22.67538885,57.28158269,24.03981701,86.77522516,6.301910413,55.51566325,watermelon,52.64056944,SSP
100.0950285,37.93871395,17.10012645,26.9617267,74.15203273,6.292582238,65.42251351,cotton,49.8242443,MOP
58.14369331,72.14131058,78.18710533,20.59294069,20,8.742592378,91.69826104,chickpea,51.08375547,Gypsum
25.43426526,34.55619344,41.8310867,30.52165028,91.41230706,5.424223095,180.0210143,coconut,53.87681962,Urea
16.67592761,56.98278182,21.05562791,28.7976277,63.15617484,5.87605209,77.28885952,lentil,30.93304946,Urea
2.694370462,42.62396932,11.5509494,26.98363618,58.66163467,8.363305981,69.61806248,mothbeans,39.42858035,Urea
56.07444677,56.44270459,55.73159262,35.48937394,91.68220002,6.301902357,45.29809174,papaya,44.55955859,Urea
22.69534721,133.4418426,140,21.12683008,94.6101866,6.503847364,94.89316222,apple,77.98204203,Urea
99.50924953,33.48972181,55.9804176,31.21577799,92.5318008,6.787021145,42.71478554,muskmelon,43.66101707,SSP
83.74557556,42.9840896,34.01012922,27.76064227,88.31819619,6.215609744,146.8802556,jute,59.17628695,MOP
1.986661844,137.1262959,140,18.25244763,81.33209818,5.698031341,90.94641525,grapes,76.33491386,Urea
73.68954453,61.68498325,35.18932325,23.93628423,79.58986663,6.57486855,181.2543289,jute,67.73800083,MOP
83.43442996,46.80586254,38.88918785,25.92145095,82.56360482,5.349973534,182.3740857,jute,64.81909185,MOP
54.05392941,76.22982327,79.81949567,20.89684831,20,5.999162207,67.90940383,chickpea,48.21293773,Rhizobium
36.5171835,52.99433679,22.23635597,32.94699167,44.33213655,5.909284741,150.6353997,pigeonpeas,49.82973474,Urea
13.40655245,7.929441565,5.707196578,20.16018083,88.24016331,7.461645174,109.807957,orange,37.92395004,Urea
17.51095207,70.16037377,13.12452317,17.50081478,34.75866923,4.681696373,163.0276693,pigeonpeas,49.62483203,Urea
28.23011424,70.49992477,32.25371552,17.75569842,22.15218095,5.565329915,132.9062214,kidneybeans,51.54831497,Urea
22.29318204,36.90009627,33.37195121,33.58112914,48.09402455,6.119328308,96.85510433,mango,39.45951538,Urea
8.433790374,140,140,21.12921288,97.47319283,5.976236167,105.3802967,apple,82.70850089,Urea
24.03788118,72.24422158,17.23143067,34.52397784,51.45663149,7.760142694,78.98320923,blackgram,45.74477711,Urea
40.14480999,136.5244846,140,35.6633898,78.46560557,5.908254217,71.51084897,grapes,86.98520383,Urea
74.80093416,61.08715401,20.53862827,25.27650563,80.83787671,6.854765554,108.2204352,maize,55.19849285,MOP
24.92454444,61.53598303,15.07119011,29.28016259,77.37857995,7.107355718,84.43226597,blackgram,36.75907035,Urea
